Distrito,variable,value,Fecha
Canóvanas,Ases.,4,Abril 2017
Carolina,Ases.,10,Abril 2017
Cataño,Ases.,4,Abril 2017
Cayey,Ases.,4,Abril 2017
Ceiba,Ases.,0,Abril 2017
Ciales,Ases.,0,Abril 2017
Cidra,Ases.,2,Abril 2017
Coamo,Ases.,0,Abril 2017
Comerío,Ases.,1,Abril 2017
Corozal,Ases.,1,Abril 2017
Culebra,Ases.,0,Abril 2017
Dorado,Ases.,3,Abril 2017
Fajardo,Ases.,4,Abril 2017
Florida,Ases.,1,Abril 2017
Guánica,Ases.,1,Abril 2017
Guayama,Ases.,6,Abril 2017
Guayanilla,Ases.,0,Abril 2017
Guaynabo,Ases.,0,Abril 2017
Gurabo,Ases.,3,Abril 2017
Hatillo,Ases.,1,Abril 2017
Hormigueros,Ases.,0,Abril 2017
Humacao,Ases.,10,Abril 2017
Isabela,Ases.,1,Abril 2017
Jayuya,Ases.,0,Abril 2017
Juana Díaz,Ases.,2,Abril 2017
Juncos,Ases.,2,Abril 2017
Lajas,Ases.,0,Abril 2017
Lares,Ases.,0,Abril 2017
Las Marías,Ases.,0,Abril 2017
Las Piedras,Ases.,2,Abril 2017
Loiza,Ases.,2,Abril 2017
Luquillo,Ases.,2,Abril 2017
Manatí,Ases.,3,Abril 2017
Maricao,Ases.,0,Abril 2017
Maunabo,Ases.,2,Abril 2017
Mayagüez,Ases.,2,Abril 2017
Moca,Ases.,0,Abril 2017
Morovis,Ases.,1,Abril 2017
Naguabo,Ases.,1,Abril 2017
Naranjito,Ases.,1,Abril 2017
Orocovis,Ases.,1,Abril 2017
Patillas,Ases.,0,Abril 2017
Peñuelas,Ases.,0,Abril 2017
Ponce,Ases.,10,Abril 2017
Quebradillas,Ases.,0,Abril 2017
Rincón,Ases.,0,Abril 2017
Rio Grande,Ases.,3,Abril 2017
Sabana Grande,Ases.,0,Abril 2017
Salinas,Ases.,5,Abril 2017
San Germán,Ases.,1,Abril 2017
San Juan,Ases.,47,Abril 2017
San Lorenzo,Ases.,7,Abril 2017
San Sebastián,Ases.,0,Abril 2017
Santa Isabel,Ases.,2,Abril 2017
Toa Alta,Ases.,3,Abril 2017
Toa Baja,Ases.,3,Abril 2017
Trujillo Alto,Ases.,4,Abril 2017
Utuado,Ases.,0,Abril 2017
Vega Alta,Ases.,3,Abril 2017
Vega Baja,Ases.,5,Abril 2017
Vieques,Ases.,2,Abril 2017
Villalba,Ases.,0,Abril 2017
Yabucoa,Ases.,2,Abril 2017
Yauco,Ases.,0,Abril 2017
Adjuntas,Viol.,0,Abril 2017
Aguada ,Viol.,0,Abril 2017
Aguadilla,Viol.,0,Abril 2017
Aguas Buenas,Viol.,0,Abril 2017
Aibonito,Viol.,0,Abril 2017
Añasco,Viol.,1,Abril 2017
Arecibo,Viol.,1,Abril 2017
Arroyo,Viol.,0,Abril 2017
Barceloneta,Viol.,0,Abril 2017
Barranquitas,Viol.,0,Abril 2017
Bayamón,Viol.,5,Abril 2017
Cabo Rojo,Viol.,1,Abril 2017
Caguas,Viol.,1,Abril 2017
Camuy,Viol.,2,Abril 2017
Canóvanas,Viol.,4,Abril 2017
Carolina,Viol.,2,Abril 2017
Cataño,Viol.,0,Abril 2017
Cayey,Viol.,2,Abril 2017
Ceiba,Viol.,1,Abril 2017
Ciales,Viol.,0,Abril 2017
Cidra,Viol.,1,Abril 2017
Coamo,Viol.,1,Abril 2017
Comerío,Viol.,1,Abril 2017
Corozal,Viol.,0,Abril 2017
Culebra,Viol.,0,Abril 2017
Dorado,Viol.,3,Abril 2017
Fajardo,Viol.,1,Abril 2017
Florida,Viol.,0,Abril 2017
Guánica,Viol.,0,Abril 2017
Guayama,Viol.,1,Abril 2017
Guayanilla,Viol.,0,Abril 2017
Guaynabo,Viol.,1,Abril 2017
Gurabo,Viol.,0,Abril 2017
Hatillo,Viol.,0,Abril 2017
Hormigueros,Viol.,1,Abril 2017
Humacao,Viol.,2,Abril 2017
Isabela,Viol.,0,Abril 2017
Jayuya,Viol.,2,Abril 2017
Juana Díaz,Viol.,1,Abril 2017
Juncos,Viol.,0,Abril 2017
Lajas,Viol.,0,Abril 2017
Lares,Viol.,2,Abril 2017
Las Marías,Viol.,1,Abril 2017
Las Piedras,Viol.,1,Abril 2017
Loiza,Viol.,0,Abril 2017
Luquillo,Viol.,0,Abril 2017
Manatí,Viol.,0,Abril 2017
Maricao,Viol.,0,Abril 2017
Maunabo,Viol.,1,Abril 2017
Mayagüez,Viol.,0,Abril 2017
Moca,Viol.,0,Abril 2017
Morovis,Viol.,0,Abril 2017
Naguabo,Viol.,1,Abril 2017
Naranjito,Viol.,1,Abril 2017
Orocovis,Viol.,1,Abril 2017
Patillas,Viol.,0,Abril 2017
Peñuelas,Viol.,0,Abril 2017
Ponce,Viol.,2,Abril 2017
Quebradillas,Viol.,0,Abril 2017
Rincón,Viol.,0,Abril 2017
Rio Grande,Viol.,4,Abril 2017
Sabana Grande,Viol.,0,Abril 2017
Salinas,Viol.,0,Abril 2017
San Germán,Viol.,0,Abril 2017
San Juan,Viol.,6,Abril 2017
San Lorenzo,Viol.,0,Abril 2017
San Sebastián,Viol.,0,Abril 2017
Santa Isabel,Viol.,0,Abril 2017
Toa Alta,Viol.,1,Abril 2017
Toa Baja,Viol.,1,Abril 2017
Trujillo Alto,Viol.,3,Abril 2017
Utuado,Viol.,3,Abril 2017
Vega Alta,Viol.,0,Abril 2017
Vega Baja,Viol.,0,Abril 2017
Vieques,Viol.,0,Abril 2017
Villalba,Viol.,1,Abril 2017
Yabucoa,Viol.,2,Abril 2017
Yauco,Viol.,2,Abril 2017
Adjuntas,Trata Hum.,0,Abril 2017
Aguada ,Trata Hum.,0,Abril 2017
Aguadilla,Trata Hum.,0,Abril 2017
Aguas Buenas,Trata Hum.,0,Abril 2017
Aibonito,Trata Hum.,0,Abril 2017
Añasco,Trata Hum.,0,Abril 2017
Arecibo,Trata Hum.,0,Abril 2017
Arroyo,Trata Hum.,0,Abril 2017
Barceloneta,Trata Hum.,0,Abril 2017
Barranquitas,Trata Hum.,0,Abril 2017
Bayamón,Trata Hum.,0,Abril 2017
Cabo Rojo,Trata Hum.,0,Abril 2017
Caguas,Trata Hum.,0,Abril 2017
Camuy,Trata Hum.,0,Abril 2017
Canóvanas,Trata Hum.,0,Abril 2017
Carolina,Trata Hum.,0,Abril 2017
Cataño,Trata Hum.,0,Abril 2017
Cayey,Trata Hum.,0,Abril 2017
Ceiba,Trata Hum.,0,Abril 2017
Ciales,Trata Hum.,0,Abril 2017
Cidra,Trata Hum.,0,Abril 2017
Coamo,Trata Hum.,0,Abril 2017
Comerío,Trata Hum.,0,Abril 2017
Corozal,Trata Hum.,0,Abril 2017
Culebra,Trata Hum.,0,Abril 2017
Dorado,Trata Hum.,0,Abril 2017
Fajardo,Trata Hum.,0,Abril 2017
Florida,Trata Hum.,0,Abril 2017
Guánica,Trata Hum.,0,Abril 2017
Guayama,Trata Hum.,0,Abril 2017
Guayanilla,Trata Hum.,0,Abril 2017
Guaynabo,Trata Hum.,0,Abril 2017
Gurabo,Trata Hum.,0,Abril 2017
Hatillo,Trata Hum.,0,Abril 2017
Hormigueros,Trata Hum.,0,Abril 2017
Humacao,Trata Hum.,0,Abril 2017
Isabela,Trata Hum.,0,Abril 2017
Jayuya,Trata Hum.,0,Abril 2017
Juana Díaz,Trata Hum.,0,Abril 2017
Juncos,Trata Hum.,0,Abril 2017
Lajas,Trata Hum.,0,Abril 2017
Lares,Trata Hum.,0,Abril 2017
Las Marías,Trata Hum.,0,Abril 2017
Las Piedras,Trata Hum.,0,Abril 2017
Loiza,Trata Hum.,0,Abril 2017
Luquillo,Trata Hum.,0,Abril 2017
Manatí,Trata Hum.,0,Abril 2017
Maricao,Trata Hum.,0,Abril 2017
Maunabo,Trata Hum.,0,Abril 2017
Mayagüez,Trata Hum.,0,Abril 2017
Moca,Trata Hum.,0,Abril 2017
Morovis,Trata Hum.,0,Abril 2017
Naguabo,Trata Hum.,0,Abril 2017
Naranjito,Trata Hum.,0,Abril 2017
Orocovis,Trata Hum.,0,Abril 2017
Patillas,Trata Hum.,0,Abril 2017
Peñuelas,Trata Hum.,0,Abril 2017
Ponce,Trata Hum.,0,Abril 2017
Quebradillas,Trata Hum.,0,Abril 2017
Rincón,Trata Hum.,0,Abril 2017
Rio Grande,Trata Hum.,0,Abril 2017
Sabana Grande,Trata Hum.,0,Abril 2017
Salinas,Trata Hum.,0,Abril 2017
San Germán,Trata Hum.,0,Abril 2017
San Juan,Trata Hum.,0,Abril 2017
San Lorenzo,Trata Hum.,0,Abril 2017
San Sebastián,Trata Hum.,0,Abril 2017
Santa Isabel,Trata Hum.,0,Abril 2017
Toa Alta,Trata Hum.,0,Abril 2017
Toa Baja,Trata Hum.,0,Abril 2017
Trujillo Alto,Trata Hum.,0,Abril 2017
Utuado,Trata Hum.,0,Abril 2017
Vega Alta,Trata Hum.,0,Abril 2017
Vega Baja,Trata Hum.,0,Abril 2017
Vieques,Trata Hum.,0,Abril 2017
Villalba,Trata Hum.,0,Abril 2017
Yabucoa,Trata Hum.,0,Abril 2017
Yauco,Trata Hum.,0,Abril 2017
Adjuntas,Robo,1,Abril 2017
Aguada ,Robo,9,Abril 2017
Aguadilla,Robo,6,Abril 2017
Aguas Buenas,Robo,10,Abril 2017
Aibonito,Robo,5,Abril 2017
Añasco,Robo,3,Abril 2017
Arecibo,Robo,17,Abril 2017
Arroyo,Robo,1,Abril 2017
Barceloneta,Robo,10,Abril 2017
Barranquitas,Robo,2,Abril 2017
Bayamón,Robo,130,Abril 2017
Cabo Rojo,Robo,2,Abril 2017
Caguas,Robo,77,Abril 2017
Camuy,Robo,1,Abril 2017
Canóvanas,Robo,9,Abril 2017
Carolina,Robo,79,Abril 2017
Cataño,Robo,5,Abril 2017
Cayey,Robo,6,Abril 2017
Ceiba,Robo,3,Abril 2017
Ciales,Robo,3,Abril 2017
Cidra,Robo,14,Abril 2017
Coamo,Robo,2,Abril 2017
Comerío,Robo,3,Abril 2017
Corozal,Robo,8,Abril 2017
Culebra,Robo,0,Abril 2017
Dorado,Robo,22,Abril 2017
Fajardo,Robo,6,Abril 2017
Florida,Robo,2,Abril 2017
Guánica,Robo,1,Abril 2017
Guayama,Robo,5,Abril 2017
Guayanilla,Robo,1,Abril 2017
Guaynabo,Robo,19,Abril 2017
Gurabo,Robo,13,Abril 2017
Hatillo,Robo,7,Abril 2017
Hormigueros,Robo,2,Abril 2017
Humacao,Robo,16,Abril 2017
Isabela,Robo,2,Abril 2017
Jayuya,Robo,3,Abril 2017
Juana Díaz,Robo,3,Abril 2017
Juncos,Robo,7,Abril 2017
Lajas,Robo,3,Abril 2017
Lares,Robo,0,Abril 2017
Las Marías,Robo,1,Abril 2017
Las Piedras,Robo,6,Abril 2017
Loiza,Robo,9,Abril 2017
Luquillo,Robo,4,Abril 2017
Manatí,Robo,16,Abril 2017
Maricao,Robo,0,Abril 2017
Maunabo,Robo,1,Abril 2017
Mayagüez,Robo,11,Abril 2017
Moca,Robo,4,Abril 2017
Morovis,Robo,8,Abril 2017
Naguabo,Robo,2,Abril 2017
Naranjito,Robo,10,Abril 2017
Orocovis,Robo,0,Abril 2017
Patillas,Robo,1,Abril 2017
Peñuelas,Robo,3,Abril 2017
Ponce,Robo,37,Abril 2017
Quebradillas,Robo,3,Abril 2017
Rincón,Robo,4,Abril 2017
Rio Grande,Robo,12,Abril 2017
Sabana Grande,Robo,2,Abril 2017
Salinas,Robo,6,Abril 2017
San Germán,Robo,1,Abril 2017
San Juan,Robo,310,Abril 2017
San Lorenzo,Robo,7,Abril 2017
San Sebastián,Robo,4,Abril 2017
Santa Isabel,Robo,3,Abril 2017
Toa Alta,Robo,11,Abril 2017
Toa Baja,Robo,48,Abril 2017
Trujillo Alto,Robo,20,Abril 2017
Utuado,Robo,3,Abril 2017
Vega Alta,Robo,12,Abril 2017
Vega Baja,Robo,39,Abril 2017
Vieques,Robo,2,Abril 2017
Villalba,Robo,2,Abril 2017
Yabucoa,Robo,6,Abril 2017
Yauco,Robo,10,Abril 2017
Adjuntas,Agr. Grave,6,Abril 2017
Aguada ,Agr. Grave,5,Abril 2017
Aguadilla,Agr. Grave,27,Abril 2017
Aguas Buenas,Agr. Grave,2,Abril 2017
Aibonito,Agr. Grave,6,Abril 2017
Añasco,Agr. Grave,15,Abril 2017
Arecibo,Agr. Grave,32,Abril 2017
Arroyo,Agr. Grave,15,Abril 2017
Barceloneta,Agr. Grave,8,Abril 2017
Barranquitas,Agr. Grave,16,Abril 2017
Bayamón,Agr. Grave,70,Abril 2017
Cabo Rojo,Agr. Grave,11,Abril 2017
Caguas,Agr. Grave,22,Abril 2017
Camuy,Agr. Grave,14,Abril 2017
Canóvanas,Agr. Grave,40,Abril 2017
Carolina,Agr. Grave,66,Abril 2017
Cataño,Agr. Grave,7,Abril 2017
Cayey,Agr. Grave,22,Abril 2017
Ceiba,Agr. Grave,5,Abril 2017
Ciales,Agr. Grave,6,Abril 2017
Cidra,Agr. Grave,10,Abril 2017
Coamo,Agr. Grave,7,Abril 2017
Comerío,Agr. Grave,4,Abril 2017
Corozal,Agr. Grave,3,Abril 2017
Culebra,Agr. Grave,4,Abril 2017
Dorado,Agr. Grave,8,Abril 2017
Fajardo,Agr. Grave,14,Abril 2017
Florida,Agr. Grave,5,Abril 2017
Guánica,Agr. Grave,9,Abril 2017
Guayama,Agr. Grave,38,Abril 2017
Guayanilla,Agr. Grave,10,Abril 2017
Guaynabo,Agr. Grave,15,Abril 2017
Gurabo,Agr. Grave,2,Abril 2017
Hatillo,Agr. Grave,13,Abril 2017
Hormigueros,Agr. Grave,3,Abril 2017
Humacao,Agr. Grave,43,Abril 2017
Isabela,Agr. Grave,8,Abril 2017
Jayuya,Agr. Grave,8,Abril 2017
Juana Díaz,Agr. Grave,13,Abril 2017
Juncos,Agr. Grave,7,Abril 2017
Lajas,Agr. Grave,5,Abril 2017
Lares,Agr. Grave,11,Abril 2017
Las Marías,Agr. Grave,1,Abril 2017
Las Piedras,Agr. Grave,7,Abril 2017
Loiza,Agr. Grave,25,Abril 2017
Luquillo,Agr. Grave,3,Abril 2017
Manatí,Agr. Grave,20,Abril 2017
Maricao,Agr. Grave,2,Abril 2017
Maunabo,Agr. Grave,5,Abril 2017
Mayagüez,Agr. Grave,35,Abril 2017
Moca,Agr. Grave,5,Abril 2017
Morovis,Agr. Grave,10,Abril 2017
Naguabo,Agr. Grave,10,Abril 2017
Naranjito,Agr. Grave,10,Abril 2017
Orocovis,Agr. Grave,13,Abril 2017
Patillas,Agr. Grave,4,Abril 2017
Peñuelas,Agr. Grave,6,Abril 2017
Ponce,Agr. Grave,74,Abril 2017
Quebradillas,Agr. Grave,6,Abril 2017
Rincón,Agr. Grave,7,Abril 2017
Rio Grande,Agr. Grave,11,Abril 2017
Sabana Grande,Agr. Grave,5,Abril 2017
Salinas,Agr. Grave,16,Abril 2017
San Germán,Agr. Grave,8,Abril 2017
San Juan,Agr. Grave,158,Abril 2017
San Lorenzo,Agr. Grave,6,Abril 2017
San Sebastián,Agr. Grave,11,Abril 2017
Santa Isabel,Agr. Grave,12,Abril 2017
Toa Alta,Agr. Grave,10,Abril 2017
Toa Baja,Agr. Grave,17,Abril 2017
Trujillo Alto,Agr. Grave,17,Abril 2017
Utuado,Agr. Grave,21,Abril 2017
Vega Alta,Agr. Grave,13,Abril 2017
Vega Baja,Agr. Grave,10,Abril 2017
Vieques,Agr. Grave,8,Abril 2017
Villalba,Agr. Grave,10,Abril 2017
Yabucoa,Agr. Grave,15,Abril 2017
Yauco,Agr. Grave,24,Abril 2017
Adjuntas,Esc.,13,Abril 2017
Aguada ,Esc.,28,Abril 2017
Aguadilla,Esc.,47,Abril 2017
Aguas Buenas,Esc.,20,Abril 2017
Aibonito,Esc.,23,Abril 2017
Añasco,Esc.,9,Abril 2017
Arecibo,Esc.,43,Abril 2017
Arroyo,Esc.,10,Abril 2017
Barceloneta,Esc.,15,Abril 2017
Barranquitas,Esc.,25,Abril 2017
Bayamón,Esc.,122,Abril 2017
Cabo Rojo,Esc.,20,Abril 2017
Caguas,Esc.,82,Abril 2017
Camuy,Esc.,15,Abril 2017
Canóvanas,Esc.,19,Abril 2017
Carolina,Esc.,139,Abril 2017
Cataño,Esc.,14,Abril 2017
Cayey,Esc.,31,Abril 2017
Ceiba,Esc.,7,Abril 2017
Ciales,Esc.,11,Abril 2017
Cidra,Esc.,14,Abril 2017
Coamo,Esc.,21,Abril 2017
Comerío,Esc.,3,Abril 2017
Corozal,Esc.,13,Abril 2017
Culebra,Esc.,4,Abril 2017
Dorado,Esc.,25,Abril 2017
Fajardo,Esc.,19,Abril 2017
Florida,Esc.,2,Abril 2017
Guánica,Esc.,6,Abril 2017
Guayama,Esc.,52,Abril 2017
Guayanilla,Esc.,7,Abril 2017
Guaynabo,Esc.,43,Abril 2017
Gurabo,Esc.,10,Abril 2017
Hatillo,Esc.,11,Abril 2017
Hormigueros,Esc.,5,Abril 2017
Humacao,Esc.,48,Abril 2017
Isabela,Esc.,12,Abril 2017
Jayuya,Esc.,8,Abril 2017
Juana Díaz,Esc.,23,Abril 2017
Juncos,Esc.,13,Abril 2017
Lajas,Esc.,8,Abril 2017
Lares,Esc.,27,Abril 2017
Las Marías,Esc.,1,Abril 2017
Las Piedras,Esc.,8,Abril 2017
Loiza,Esc.,18,Abril 2017
Luquillo,Esc.,15,Abril 2017
Manatí,Esc.,18,Abril 2017
Maricao,Esc.,2,Abril 2017
Maunabo,Esc.,5,Abril 2017
Mayagüez,Esc.,54,Abril 2017
Moca,Esc.,23,Abril 2017
Morovis,Esc.,23,Abril 2017
Naguabo,Esc.,14,Abril 2017
Naranjito,Esc.,24,Abril 2017
Orocovis,Esc.,18,Abril 2017
Patillas,Esc.,1,Abril 2017
Peñuelas,Esc.,3,Abril 2017
Ponce,Esc.,60,Abril 2017
Quebradillas,Esc.,4,Abril 2017
Rincón,Esc.,9,Abril 2017
Rio Grande,Esc.,21,Abril 2017
Sabana Grande,Esc.,0,Abril 2017
Salinas,Esc.,17,Abril 2017
San Germán,Esc.,4,Abril 2017
San Juan,Esc.,371,Abril 2017
San Lorenzo,Esc.,26,Abril 2017
San Sebastián,Esc.,16,Abril 2017
Santa Isabel,Esc.,8,Abril 2017
Toa Alta,Esc.,33,Abril 2017
Toa Baja,Esc.,54,Abril 2017
Trujillo Alto,Esc.,42,Abril 2017
Utuado,Esc.,23,Abril 2017
Vega Alta,Esc.,34,Abril 2017
Vega Baja,Esc.,47,Abril 2017
Vieques,Esc.,11,Abril 2017
Villalba,Esc.,5,Abril 2017
Yabucoa,Esc.,18,Abril 2017
Yauco,Esc.,16,Abril 2017
Adjuntas,Apr. I,7,Abril 2017
Aguada ,Apr. I,28,Abril 2017
Aguadilla,Apr. I,72,Abril 2017
Aguas Buenas,Apr. I,36,Abril 2017
Aibonito,Apr. I,37,Abril 2017
Añasco,Apr. I,13,Abril 2017
Arecibo,Apr. I,81,Abril 2017
Arroyo,Apr. I,29,Abril 2017
Barceloneta,Apr. I,95,Abril 2017
Barranquitas,Apr. I,48,Abril 2017
Bayamón,Apr. I,839,Abril 2017
Cabo Rojo,Apr. I,47,Abril 2017
Caguas,Apr. I,455,Abril 2017
Camuy,Apr. I,52,Abril 2017
Canóvanas,Apr. I,94,Abril 2017
Carolina,Apr. I,514,Abril 2017
Cataño,Apr. I,56,Abril 2017
Cayey,Apr. I,96,Abril 2017
Ceiba,Apr. I,10,Abril 2017
Ciales,Apr. I,17,Abril 2017
Cidra,Apr. I,50,Abril 2017
Coamo,Apr. I,25,Abril 2017
Comerío,Apr. I,18,Abril 2017
Corozal,Apr. I,17,Abril 2017
Culebra,Apr. I,8,Abril 2017
Dorado,Apr. I,146,Abril 2017
Fajardo,Apr. I,45,Abril 2017
Florida,Apr. I,5,Abril 2017
Guánica,Apr. I,16,Abril 2017
Guayama,Apr. I,70,Abril 2017
Guayanilla,Apr. I,20,Abril 2017
Guaynabo,Apr. I,186,Abril 2017
Gurabo,Apr. I,25,Abril 2017
Hatillo,Apr. I,69,Abril 2017
Hormigueros,Apr. I,3,Abril 2017
Humacao,Apr. I,114,Abril 2017
Isabela,Apr. I,76,Abril 2017
Jayuya,Apr. I,10,Abril 2017
Juana Díaz,Apr. I,73,Abril 2017
Juncos,Apr. I,42,Abril 2017
Lajas,Apr. I,18,Abril 2017
Lares,Apr. I,35,Abril 2017
Las Marías,Apr. I,4,Abril 2017
Las Piedras,Apr. I,21,Abril 2017
Loiza,Apr. I,55,Abril 2017
Luquillo,Apr. I,46,Abril 2017
Manatí,Apr. I,71,Abril 2017
Maricao,Apr. I,10,Abril 2017
Maunabo,Apr. I,14,Abril 2017
Mayagüez,Apr. I,273,Abril 2017
Moca,Apr. I,17,Abril 2017
Morovis,Apr. I,28,Abril 2017
Naguabo,Apr. I,40,Abril 2017
Naranjito,Apr. I,38,Abril 2017
Orocovis,Apr. I,34,Abril 2017
Patillas,Apr. I,19,Abril 2017
Peñuelas,Apr. I,21,Abril 2017
Ponce,Apr. I,422,Abril 2017
Quebradillas,Apr. I,45,Abril 2017
Rincón,Apr. I,33,Abril 2017
Rio Grande,Apr. I,48,Abril 2017
Sabana Grande,Apr. I,10,Abril 2017
Salinas,Apr. I,40,Abril 2017
San Germán,Apr. I,14,Abril 2017
San Juan,Apr. I,1498,Abril 2017
San Lorenzo,Apr. I,27,Abril 2017
San Sebastián,Apr. I,32,Abril 2017
Santa Isabel,Apr. I,43,Abril 2017
Toa Alta,Apr. I,74,Abril 2017
Toa Baja,Apr. I,218,Abril 2017
Trujillo Alto,Apr. I,82,Abril 2017
Utuado,Apr. I,33,Abril 2017
Vega Alta,Apr. I,89,Abril 2017
Vega Baja,Apr. I,115,Abril 2017
Vieques,Apr. I,21,Abril 2017
Villalba,Apr. I,14,Abril 2017
Yabucoa,Apr. I,35,Abril 2017
Yauco,Apr. I,30,Abril 2017
Adjuntas,H. Auto,0,Abril 2017
Aguada ,H. Auto,4,Abril 2017
Aguadilla,H. Auto,8,Abril 2017
Aguas Buenas,H. Auto,14,Abril 2017
Aibonito,H. Auto,8,Abril 2017
Añasco,H. Auto,2,Abril 2017
Arecibo,H. Auto,19,Abril 2017
Arroyo,H. Auto,2,Abril 2017
Barceloneta,H. Auto,18,Abril 2017
Barranquitas,H. Auto,11,Abril 2017
Bayamón,H. Auto,232,Abril 2017
Cabo Rojo,H. Auto,3,Abril 2017
Caguas,H. Auto,91,Abril 2017
Camuy,H. Auto,6,Abril 2017
Canóvanas,H. Auto,12,Abril 2017
Carolina,H. Auto,70,Abril 2017
Cataño,H. Auto,5,Abril 2017
Cayey,H. Auto,24,Abril 2017
Ceiba,H. Auto,0,Abril 2017
Ciales,H. Auto,0,Abril 2017
Cidra,H. Auto,10,Abril 2017
Coamo,H. Auto,4,Abril 2017
Comerío,H. Auto,7,Abril 2017
Corozal,H. Auto,14,Abril 2017
Culebra,H. Auto,2,Abril 2017
Dorado,H. Auto,30,Abril 2017
Fajardo,H. Auto,9,Abril 2017
Florida,H. Auto,0,Abril 2017
Guánica,H. Auto,1,Abril 2017
Guayama,H. Auto,7,Abril 2017
Guayanilla,H. Auto,3,Abril 2017
Guaynabo,H. Auto,23,Abril 2017
Gurabo,H. Auto,8,Abril 2017
Hatillo,H. Auto,11,Abril 2017
Hormigueros,H. Auto,0,Abril 2017
Humacao,H. Auto,11,Abril 2017
Isabela,H. Auto,7,Abril 2017
Jayuya,H. Auto,0,Abril 2017
Juana Díaz,H. Auto,3,Abril 2017
Juncos,H. Auto,6,Abril 2017
Lajas,H. Auto,2,Abril 2017
Lares,H. Auto,4,Abril 2017
Las Marías,H. Auto,0,Abril 2017
Las Piedras,H. Auto,6,Abril 2017
Loiza,H. Auto,3,Abril 2017
Luquillo,H. Auto,1,Abril 2017
Manatí,H. Auto,16,Abril 2017
Maricao,H. Auto,0,Abril 2017
Maunabo,H. Auto,0,Abril 2017
Mayagüez,H. Auto,18,Abril 2017
Moca,H. Auto,5,Abril 2017
Morovis,H. Auto,12,Abril 2017
Naguabo,H. Auto,3,Abril 2017
Naranjito,H. Auto,21,Abril 2017
Orocovis,H. Auto,1,Abril 2017
Patillas,H. Auto,0,Abril 2017
Peñuelas,H. Auto,0,Abril 2017
Ponce,H. Auto,19,Abril 2017
Quebradillas,H. Auto,2,Abril 2017
Rincón,H. Auto,3,Abril 2017
Rio Grande,H. Auto,6,Abril 2017
Sabana Grande,H. Auto,,Abril 2017
Salinas,H. Auto,3,Abril 2017
San Germán,H. Auto,3,Abril 2017
San Juan,H. Auto,315,Abril 2017
San Lorenzo,H. Auto,4,Abril 2017
San Sebastián,H. Auto,2,Abril 2017
Santa Isabel,H. Auto,1,Abril 2017
Toa Alta,H. Auto,26,Abril 2017
Toa Baja,H. Auto,50,Abril 2017
Trujillo Alto,H. Auto,16,Abril 2017
Utuado,H. Auto,1,Abril 2017
Vega Alta,H. Auto,21,Abril 2017
Vega Baja,H. Auto,24,Abril 2017
Vieques,H. Auto,1,Abril 2017
Villalba,H. Auto,3,Abril 2017
Yabucoa,H. Auto,3,Abril 2017
Yauco,H. Auto,4,Abril 2017
Adjuntas,Tipo I,20,Marzo 2017
Aguada ,Tipo I,58,Marzo 2017
Aguadilla,Tipo I,127,Marzo 2017
Aguas Buenas,Tipo I,69,Marzo 2017
Aibonito,Tipo I,59,Marzo 2017
Añasco,Tipo I,31,Marzo 2017
Arecibo,Tipo I,148,Marzo 2017
Arroyo,Tipo I,45,Marzo 2017
Barceloneta,Tipo I,118,Marzo 2017
Barranquitas,Tipo I,81,Marzo 2017
Bayamón,Tipo I,1084,Marzo 2017
Cabo Rojo,Tipo I,60,Marzo 2017
Caguas,Tipo I,602,Marzo 2017
Camuy,Tipo I,70,Marzo 2017
Canóvanas,Tipo I,146,Marzo 2017
Carolina,Tipo I,697,Marzo 2017
Cataño,Tipo I,72,Marzo 2017
Cayey,Tipo I,139,Marzo 2017
Ceiba,Tipo I,23,Marzo 2017
Ciales,Tipo I,29,Marzo 2017
Cidra,Tipo I,81,Marzo 2017
Coamo,Tipo I,50,Marzo 2017
Comerío,Tipo I,35,Marzo 2017
Corozal,Tipo I,42,Marzo 2017
Culebra,Tipo I,16,Marzo 2017
Dorado,Tipo I,168,Marzo 2017
Fajardo,Tipo I,74,Marzo 2017
Florida,Tipo I,13,Marzo 2017
Guánica,Tipo I,23,Marzo 2017
Guayama,Tipo I,128,Marzo 2017
Guayanilla,Tipo I,38,Marzo 2017
Guaynabo,Tipo I,227,Marzo 2017
Gurabo,Tipo I,48,Marzo 2017
Hatillo,Tipo I,91,Marzo 2017
Hormigueros,Tipo I,12,Marzo 2017
Humacao,Tipo I,195,Marzo 2017
Isabela,Tipo I,77,Marzo 2017
Jayuya,Tipo I,24,Marzo 2017
Juana Díaz,Tipo I,90,Marzo 2017
Juncos,Tipo I,56,Marzo 2017
Lajas,Tipo I,26,Marzo 2017
Lares,Tipo I,64,Marzo 2017
Las Marías,Tipo I,8,Marzo 2017
Las Piedras,Tipo I,35,Marzo 2017
Loiza,Tipo I,75,Marzo 2017
Luquillo,Tipo I,62,Marzo 2017
Manatí,Tipo I,114,Marzo 2017
Maricao,Tipo I,12,Marzo 2017
Maunabo,Tipo I,15,Marzo 2017
Mayagüez,Tipo I,294,Marzo 2017
Moca,Tipo I,44,Marzo 2017
Morovis,Tipo I,64,Marzo 2017
Naguabo,Tipo I,56,Marzo 2017
Naranjito,Tipo I,80,Marzo 2017
Orocovis,Tipo I,48,Marzo 2017
Patillas,Tipo I,19,Marzo 2017
Peñuelas,Tipo I,25,Marzo 2017
Ponce,Tipo I,507,Marzo 2017
